id,label,serial,status,purchase_date,purchase_cost,firmware,notes,detector_model_id,configuration_id,location_id
1084,AM56,W01B00002604,OP,,,1.12,,7,11,95
1085,ALRP167,241163,OP,,,,,21,19,95
1086,AM37,W01B00002603,OP,,,1.12,,7,11,95
1087,ALRP133,2.40204E+029,OP,,,,,21,19,95
1088,ALRP156,241172,OP,,,,,21,19,95
1089,ALRP147,241173F24,OP,,,6,,21,19,95
1090,ALRP149,227744I24,OP,,,6,,21,19,95
1091,ALRP148,243520g24,OP,,,6,,21,19,95
1092,XAM012,ARLA0040,OP,,,,VOLATILE,22,,95
1093,XAM002,ALRP0042,OP,,,,TOXIC,22,21,95
1094,XAM013,ALRP0037,OP,,,,FIRE,22,,95
1095,XAM007,ARLA0036,OP,,,1.04.14,,22,22,95
1096,XAM006,ALRP0044,OP,,,1.04.14,,22,21,95
1097,XAM005,ALRP0041,OP,,,1.04.14,,22,23,95
1098,ALRP146,240197-E24,OP,,,6,,21,19,95
1099,ALRP160,200676-A23,OP,,,6,,21,19,95
1100,ALRP169,243516-G24,OP,,,6,,21,19,95
1101,ALRP168,241156-F24,OP,,,6,,21,19,95
1102,ALRP157,200643-A23,OP,,,6,,21,19,95
1103,ALRP137,187150-D21,OP,,,6,,21,19,95
1104,ALRP154,243517-G24,OP,,,6,,21,19,95
1105,ALRP159,240203-E24,OP,,,6,,21,19,95
1106,AM30,WO1B00000781,OP,,,1.12,,7,11,95
1107,AM38,WO1B00002606,OP,,,1.12,,7,11,95
1108,AM54,WO1B00002605,OP,,,1.12,,7,11,95
1109,AM62,WO1B00002497,OP,,,1.12,,7,11,95
