id,detector,sensor,sensorgas,is_current
2328,582,1090,O2,True
2329,583,2456,CO,True
2330,583,2454,HC,True
2331,583,2455,LE,True
2332,583,1091,O2,True
2333,584,1638,CO,True
2334,584,,HC,True
2335,584,548,LE,True
2336,584,1092,O2,True
2337,585,1639,CO,True
2338,585,2178,HS,True
2339,585,549,LE,True
2340,585,1093,O2,True
2341,586,1640,CO,True
2342,586,,HC,True
2343,586,550,LE,True
2344,586,1094,O2,True
2345,587,2202,CO,True
2346,587,2212,HS,True
2347,587,2180,LE,True
2348,587,2191,O2,True
2349,588,2203,CO,True
2350,588,2213,HS,True
2351,588,2181,LE,True
2352,588,2192,O2,True
2353,589,2204,CO,True
2354,589,2214,HS,True
2355,589,2182,LE,True
2356,589,2193,O2,True
2357,590,2205,CO,True
2358,590,2215,HS,True
2359,590,2183,LE,True
2360,590,2194,O2,True
2361,591,2206,CO,True
2362,591,2216,HS,True
2363,591,2184,LE,True
2364,591,2195,O2,True
2365,592,,CO,True
2366,592,,HS,True
2367,592,,LE,True
2368,592,,O2,True
2369,593,2207,CO,True
2370,593,2217,HS,True
2371,593,2185,LE,True
2372,593,2196,O2,True
2373,594,2208,CO,True
2374,594,2218,HS,True
2375,594,2186,LE,True
2376,594,2197,O2,True
2377,595,2209,CO,True
2378,595,2219,HS,True
2379,595,2187,LE,True
2380,595,2198,O2,True
2381,596,,CO,True
2382,596,,HS,True
2383,596,,LE,True
2384,596,,O2,True
2385,597,2210,CO,True
2386,597,2220,HS,True
2387,597,2188,LE,True
2388,597,2199,O2,True
2389,598,2211,CO,True
2390,598,2221,HS,True
2391,598,2189,LE,True
2392,598,2200,O2,True
2393,599,,CO,True
2394,599,,HS,True
2395,599,,LE,True
2396,599,,O2,True
2397,600,,CO,True
2398,600,,HS,True
2399,600,,LE,True
2400,600,,O2,True
2401,601,,CO,True
2402,601,,HS,True
2403,601,,LE,True
2404,601,,O2,True
2405,602,,CO,True
2406,602,,HS,True
2407,602,2190,LE,True
2408,602,2201,O2,True
2409,603,,CO,True
2410,603,,HS,True
2411,603,,LE,True
2412,603,,O2,True
2413,604,,CO,True
2414,604,,HS,True
2415,604,,LE,True
2416,604,,O2,True
2417,605,,CO,True
2418,605,,HS,True
2419,605,,LE,True
2420,605,,O2,True
2421,606,,CO,True
2422,606,2241,CL,True
2423,606,,NO,True
2424,606,,SO,True
2425,606,2222,LE,True
2426,606,2227,O2,True
2427,607,,CO,True
2428,607,2242,CL,True
2429,607,,NO,True
2430,607,,SO,True
2431,607,2223,LE,True
2432,607,2228,O2,True
2433,608,,CO,True
2434,608,2243,CL,True
2435,608,,NO,True
2436,608,,SO,True
2437,608,2224,LE,True
2438,608,,O2,True
2439,609,,CO,True
2440,609,2431,CL,True
2441,609,,NO,True
2442,609,,SO,True
2443,609,2432,LE,True
2444,609,2430,O2,True
2445,610,,CO,True
2446,610,2245,CL,True
2447,610,,NO,True
2448,610,,SO,True
2449,610,2226,LE,True
2450,610,2230,O2,True
2451,611,,CO,True
2452,611,2270,HC,True
2453,611,,NH,True
2454,611,,PH,True
2455,611,2246,LE,True
2456,611,2252,O2,True
2457,612,,CO,True
2458,612,2271,HC,True
2459,612,,NH,True
2460,612,,PH,True
2461,612,2247,LE,True
2462,612,2253,O2,True
2463,613,,CO,True
2464,613,2272,HC,True
2465,613,,NH,True
2466,613,,PH,True
2467,613,2248,LE,True
2468,613,2254,O2,True
2469,614,,CO,True
2470,614,2493,HC,True
2471,614,,NH,True
2472,614,,PH,True
2473,614,2249,LE,True
2474,614,2494,O2,True
2475,615,,CO,True
2476,615,2274,HC,True
2477,615,,NH,True
2478,615,,PH,True
2479,615,2500,LE,True
2480,615,2256,O2,True
2481,616,,CO,True
2482,616,2275,HC,True
2483,616,,NH,True
2484,616,,PH,True
2485,616,2251,LE,True
2486,616,2257,O2,True
2487,617,2286,CO,True
2488,617,2295,VO,True
2489,617,2290,HS,True
2490,617,2276,LE,True
2491,617,2281,O2,True
2492,618,,CO,True
2493,618,2296,VO,True
2494,618,,HS,True
2495,618,2277,LE,True
2496,618,2282,O2,True
2497,619,2287,CO,True
2498,619,2297,VO,True
2499,619,2291,HS,True
2500,619,2278,LE,True
2501,619,2283,O2,True
2502,620,2288,CO,True
2503,620,2298,VO,True
2504,620,2292,HS,True
2505,620,2279,LE,True
2506,620,2284,O2,True
2507,621,2289,CO,True
2508,621,2299,VO,True
2509,621,2293,HS,True
2510,621,2280,LE,True
2511,621,2285,O2,True
2512,622,,VO,True
2513,623,,VO,True
2514,624,,VO,True
2515,625,,VO,True
2516,626,,VO,True
2517,627,,VO,True
2518,628,,VO,True
2519,629,,VO,True
2520,630,,VO,True
2521,631,,VO,True
2522,632,,VO,True
2523,633,,VO,True
2524,634,,VO,True
2525,651,2352,CO,True
2526,651,2378,HS,True
2527,651,2300,LE,True
2528,651,2326,O2,True
2529,652,2353,CO,True
2530,652,2379,HS,True
2531,652,2301,LE,True
2532,652,2327,O2,True
2533,653,2354,CO,True
2534,653,2380,HS,True
2535,653,2302,LE,True
2536,653,2328,O2,True
2537,654,2355,CO,True
2538,654,2381,HS,True
2539,654,2303,LE,True
2540,654,2329,O2,True
2541,655,2356,CO,True
2542,655,2382,HS,True
2543,655,2304,LE,True
2544,655,2330,O2,True
2545,656,2357,CO,True
2546,656,2383,HS,True
2547,656,2305,LE,True
2548,656,2331,O2,True
2549,657,2358,CO,True
2550,657,2384,HS,True
2551,657,2306,LE,True
2552,657,2332,O2,True
2553,658,2359,CO,True
2554,658,2385,HS,True
2555,658,2307,LE,True
2556,658,2333,O2,True
2557,659,2360,CO,True
2558,659,2386,HS,True
2559,659,2308,LE,True
2560,659,2334,O2,True
2561,660,2433,CO,True
2562,660,2387,HS,True
2563,660,2309,LE,True
2564,660,2335,O2,True
2565,661,2362,CO,True
2566,661,2388,HS,True
2567,661,2310,LE,True
2568,661,2336,O2,True
2569,662,2363,CO,True
2570,662,2389,HS,True
2571,662,2311,LE,True
2572,662,2337,O2,True
2573,663,2364,CO,True
2574,663,2390,HS,True
2575,663,2312,LE,True
2576,663,2338,O2,True
2577,664,2365,CO,True
2578,664,2391,HS,True
2579,664,2313,LE,True
2580,664,2339,O2,True
2581,665,2366,CO,True
2582,665,2392,HS,True
2583,665,2314,LE,True
2584,665,2340,O2,True
2585,666,2367,CO,True
2586,666,2393,HS,True
2587,666,2315,LE,True
2588,666,2341,O2,True
2589,667,2368,CO,True
2590,667,2394,HS,True
2591,667,2316,LE,True
2592,667,2342,O2,True
2593,668,2369,CO,True
2594,668,2395,HS,True
2595,668,2317,LE,True
2596,668,2343,O2,True
2597,669,2370,CO,True
2598,669,2396,HS,True
2599,669,2318,LE,True
2600,669,2344,O2,True
2601,670,2371,CO,True
2602,670,2397,HS,True
2603,670,2319,LE,True
2604,670,2345,O2,True
2605,671,2372,CO,True
2606,671,2398,HS,True
2607,671,2320,LE,True
2608,671,2346,O2,True
2609,672,2373,CO,True
2610,672,2399,HS,True
2611,672,2321,LE,True
2612,672,2347,O2,True
2613,673,2374,CO,True
2614,673,2400,HS,True
2615,673,2322,LE,True
2616,673,2348,O2,True
2617,674,2375,CO,True
2618,674,2401,HS,True
2619,674,2323,LE,True
2620,674,2349,O2,True
2621,675,2376,CO,True
2622,675,2402,HS,True
2623,675,2324,LE,True
2624,675,2350,O2,True
2625,676,2377,CO,True
2626,676,2403,HS,True
2627,676,2325,LE,True
2628,676,2351,O2,True
2629,1080,2442,CO,True
2630,1080,2443,HC,True
2631,1080,2440,LE,True
2632,1080,2441,O2,True
2633,1081,,CO,True
2634,1081,,HC,True
2635,1081,,LE,True
2636,1081,,O2,True
2637,1082,,CO,True
2638,1082,,HS,True
2639,1082,,LE,True
2640,1082,,O2,True
2641,1082,,VO,True
2642,1083,,CO,True
2643,1083,,HS,True
2644,1083,,LE,True
2645,1083,,O2,True
2646,1083,,VO,True
2647,1084,2497,CO,True
2648,1084,2498,HS,True
2649,1084,2495,LE,True
2650,1084,2496,O2,True
2651,1085,,CO,True
2652,1085,,HS,True
2653,1085,,LE,True
2654,1085,,O2,True
2655,1085,,VO,True
2656,1086,,CO,True
2657,1086,,HS,True
2658,1086,,LE,True
2659,1086,,O2,True
2660,1087,,CO,True
2661,1087,,HS,True
2662,1087,,LE,True
2663,1087,,O2,True
2664,1087,,VO,True
2665,1088,,CO,True
2666,1088,,HS,True
2667,1088,,LE,True
2668,1088,,O2,True
2669,1088,,VO,True
2670,1090,,CO,True
2671,1090,,HS,True
2672,1090,,LE,True
2673,1090,,O2,True
2674,1090,,VO,True
2675,1091,,CO,True
2676,1091,,HS,True
2677,1091,,LE,True
2678,1091,,O2,True
2679,1091,,VO,True
2680,1095,,SO,True
2681,1095,,NO,True
2682,1095,,C2,True
2683,1096,,HC,True
2684,1096,,CL,True
2685,1096,,PH,True
2686,1097,,NH,True
2687,1098,,CO,True
2688,1098,,HS,True
2689,1098,,LE,True
2690,1098,,O2,True
2691,1098,,VO,True
2692,1099,,CO,True
2693,1099,,HS,True
2694,1099,,LE,True
2695,1099,,O2,True
2696,1099,,VO,True
2697,1100,,CO,True
2698,1100,,HS,True
2699,1100,,LE,True
2700,1100,,O2,True
2701,1100,,VO,True
2702,1101,,CO,True
2703,1101,,HS,True
2704,1101,,LE,True
2705,1101,,O2,True
2706,1101,,VO,True
2707,1102,,CO,True
2708,1102,,HS,True
2709,1102,,LE,True
2710,1102,,O2,True
2711,1102,,VO,True
2712,1103,,CO,True
2713,1103,,HS,True
2714,1103,,LE,True
2715,1103,,O2,True
2716,1103,,VO,True
2717,1104,,CO,True
2718,1104,,HS,True
2719,1104,,LE,True
2720,1104,,O2,True
2721,1104,,VO,True
2722,1105,,CO,True
2723,1105,,HS,True
2724,1105,,LE,True
2725,1105,,O2,True
2726,1105,,VO,True
2727,1106,,CO,True
2728,1106,,HS,True
2729,1106,,LE,True
2730,1106,2502,O2,True
2731,1107,,CO,True
2732,1107,,HS,True
2733,1107,,LE,True
2734,1107,,O2,True
2735,1108,,CO,True
2736,1108,,HS,True
2737,1108,,LE,True
2738,1108,,O2,True
2739,1109,,CO,True
2740,1109,,HS,True
2741,1109,,LE,True
2742,1109,,O2,True
