id,maintenance_type,status,detector,date_due,date_performed,performed_by,notes,created_at,updated_at
419,SV,SC,555,2026-04-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
420,SV,CL,556,2026-04-20,2026-04-07,,"Serviced Unit, Checked Config, Calibrated, all Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
492,SV,SC,651,2026-04-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
495,SV,CL,654,2026-04-14,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
502,SV,CL,661,2026-04-14,2026-04-15,,"Serviced Unit, Reset Config, Cleaned Lamp, PID sensor and Pump. Replaced filters, Manually Spanned, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
511,SV,CL,670,2026-04-14,2026-05-27,,"Serviced Unit, Replaced Filter and Orings, Cleaned lamp and pid sensor, all tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
373,SV,SC,441,2026-04-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
739,BT,CL,33,2026-04-08,2026-04-08,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
752,BT,CL,54,2026-04-08,2026-04-08,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
750,BT,CL,381,2026-04-08,2026-04-08,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
28,SV,SC,30,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
55,SV,SC,65,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
177,SV,SC,218,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
214,SV,SC,264,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
219,SV,SC,270,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
260,SV,SC,321,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
387,SV,SC,455,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
427,SV,SC,563,2026-04-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
165,SV,CL,205,2026-04-03,2026-03-26,,"Serviced unit, checked sensors, config, filters all ok. Calibrated unit",2026-09-09 01:47:30,2026-09-09 01:47:30
236,SV,CL,294,2026-04-03,2026-03-12,,,2026-09-09 01:47:30,2026-09-09 01:47:30
404,SV,SC,472,2026-04-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
725,SV,CL,564,2026-04-02,2026-04-02,,"Serviced unit, reset configuration, checked sensors, Calibrated, all ok.",2026-09-09 01:47:30,2026-09-09 01:47:30
15,SV,SC,17,2026-03-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
712,BT,CL,42,2026-03-29,2026-03-30,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
636,MS,CL,236,2026-03-29,2026-03-23,,"Checked Sensor age all good, Calibrated unit. All good.",2026-09-09 01:47:30,2026-09-09 01:47:30
702,BT,CL,220,2026-03-26,2026-03-26,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
704,BT,CL,236,2026-03-26,2026-02-02,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
708,BT,CL,302,2026-03-26,2026-03-27,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
706,BT,CL,364,2026-03-26,2026-03-01,,Replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
700,BT,CL,446,2026-03-26,2026-03-26,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
678,BT,CL,9,2026-03-25,2026-03-26,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
672,BT,CL,15,2026-03-25,2026-03-26,,Replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
652,BT,CL,38,2026-03-25,2026-03-26,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
663,BT,CL,50,2026-03-25,2026-03-26,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
693,BT,CL,148,2026-03-25,2026-03-26,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
645,BT,CL,167,2026-03-25,2026-03-26,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
647,BT,CL,167,2026-03-25,2026-03-26,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
691,MS,CL,181,2026-03-25,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
674,BT,CL,189,2026-03-25,2026-03-26,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
689,BT,CL,193,2026-03-25,2026-03-26,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
642,BT,CL,205,2026-03-25,2026-03-26,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
655,BT,CL,229,2026-03-25,2026-03-26,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
649,BT,CL,311,2026-03-25,2026-03-26,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
669,BT,CL,327,2026-03-25,2026-03-26,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
658,BT,CL,366,2026-03-25,2026-03-26,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
661,BT,CL,398,2026-03-25,2026-03-26,,Replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
666,BT,CL,439,2026-03-25,2026-03-26,,replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
682,BT,CL,474,2026-03-25,2026-03-26,,Replaced battery,2026-09-09 01:47:30,2026-09-09 01:47:30
638,MS,CL,460,2026-03-24,2026-03-24,,"Inspected unit. Calibrated, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
503,SV,CL,662,2026-03-23,2026-04-15,,"Serviced Unit, Reset Config, Cleaned Lamp, PID sensor and Pump. Replaced filters, Manually Spanned, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
637,MS,CL,236,2026-03-23,2026-03-23,,Accidentally  sheduled,2026-09-09 01:47:30,2026-09-09 01:47:30
567,SV,SC,747,2026-03-23,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
566,SV,SC,746,2026-03-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
565,SV,SC,745,2026-03-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
564,SV,SC,744,2026-03-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
130,SV,SC,163,2026-03-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
133,SV,CL,167,2026-03-19,2026-03-26,,"Serviced unit, checked sensors, filter and config. 
Calibrated, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
508,SV,SC,667,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
510,SV,SC,669,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
1,SV,SC,1,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
23,SV,CL,25,2026-03-18,2026-02-23,,,2026-09-09 01:47:30,2026-09-09 01:47:30
72,SV,CL,84,2026-03-18,2026-04-02,,"Serviced Unit, checked config, checked sensors for leakage, Calibrated, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
82,SV,SC,100,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
107,SV,SC,131,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
144,SV,CL,181,2026-03-18,2026-02-09,,,2026-09-09 01:47:30,2026-09-09 01:47:30
151,SV,CL,188,2026-03-18,2026-03-12,,,2026-09-09 01:47:30,2026-09-09 01:47:30
156,SV,SC,195,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
233,SV,SC,291,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
256,SV,CL,316,2026-03-18,2026-03-02,,,2026-09-09 01:47:30,2026-09-09 01:47:30
272,SV,SC,336,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
288,SV,CL,352,2026-03-18,2026-02-09,,,2026-09-09 01:47:30,2026-09-09 01:47:30
324,SV,SC,391,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
336,SV,SC,403,2026-03-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
516,SV,CL,675,2026-03-16,2026-04-20,,"Cleaned LAmp, Pid, Pump, Checked config, replaced filters, manually spanned. all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
13,SV,CL,15,2026-03-16,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
16,SV,SC,18,2026-03-16,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
21,SV,CL,23,2026-03-16,2026-04-01,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
143,SV,SC,180,2026-03-16,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
153,SV,SC,190,2026-03-16,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
171,SV,SC,212,2026-03-16,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
246,SV,CL,304,2026-03-16,2026-04-13,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
68,SV,SC,80,2026-03-15,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
71,SV,CL,83,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
350,SV,CL,417,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
352,SV,CL,419,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
353,SV,CL,420,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
354,SV,CL,421,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
358,SV,CL,425,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
362,SV,CL,429,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
369,SV,CL,437,2026-03-08,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
109,SV,SC,133,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
112,SV,SC,139,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
119,SV,SC,146,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
189,SV,SC,233,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
197,SV,SC,242,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
215,SV,SC,265,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
216,SV,SC,266,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
290,SV,SC,354,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
318,SV,SC,385,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
426,SV,SC,562,2026-03-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
59,SV,SC,70,2026-03-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
249,SV,CL,307,2026-03-04,2026-04-01,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
327,SV,CL,394,2026-03-04,2026-04-02,,"Serviced Unit, checked config, checked sensors for leakage, Calibrated, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
155,SV,CL,193,2026-03-03,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
310,SV,SC,376,2026-02-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
349,SV,SC,416,2026-02-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
359,SV,SC,426,2026-02-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
463,SV,SC,606,2026-02-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
466,SV,CL,609,2026-02-21,2026-03-23,,"Full Service, Filters Replaced, Pump Cleaned",2026-09-09 01:47:30,2026-09-09 01:47:30
94,SV,CL,114,2026-02-20,2026-02-09,,,2026-09-09 01:47:30,2026-09-09 01:47:30
97,SV,CL,117,2026-02-20,2026-03-02,,,2026-09-09 01:47:30,2026-09-09 01:47:30
120,SV,SC,147,2026-02-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
208,SV,SC,256,2026-02-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
266,SV,CL,327,2026-02-20,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
270,SV,SC,334,2026-02-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
51,SV,SC,58,2026-02-18,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
555,SV,SC,728,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
558,SV,SC,731,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
568,BT,SC,677,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
518,SV,SC,677,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
569,BT,SC,678,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
519,SV,SC,678,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
520,SV,SC,679,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
570,BT,SC,679,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
574,BT,SC,683,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
524,SV,SC,683,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
525,SV,SC,684,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
575,BT,SC,684,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
577,BT,SC,686,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
527,SV,SC,686,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
531,SV,SC,690,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
581,BT,SC,690,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
535,SV,SC,694,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
585,BT,SC,694,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
537,SV,SC,696,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
587,BT,SC,696,2026-02-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
406,SV,CL,474,2026-02-11,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
618,SV,SC,319,2026-02-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
619,SV,CL,329,2026-02-09,2026-02-09,,,2026-09-09 01:47:30,2026-09-09 01:47:30
193,SV,CL,238,2026-02-08,2026-02-02,,,2026-09-09 01:47:30,2026-09-09 01:47:30
265,SV,CL,326,2026-02-08,2026-02-02,,,2026-09-09 01:47:30,2026-09-09 01:47:30
311,SV,CL,377,2026-02-08,2026-02-02,,,2026-09-09 01:47:30,2026-09-09 01:47:30
24,SV,SC,26,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
31,SV,SC,34,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
36,SV,SC,39,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
88,SV,SC,106,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
92,SV,SC,111,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
100,SV,SC,122,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
113,SV,SC,140,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
115,SV,SC,142,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
136,SV,SC,172,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
150,SV,SC,187,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
164,SV,SC,204,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
166,SV,SC,206,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
186,SV,SC,230,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
200,SV,SC,246,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
217,SV,SC,268,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
225,SV,CL,281,2026-02-06,2026-04-01,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
250,SV,SC,308,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
267,SV,SC,328,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
286,SV,SC,350,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
320,SV,SC,387,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
325,SV,SC,392,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
342,SV,SC,409,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
409,SV,SC,478,2026-02-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
488,SV,CL,631,2026-02-05,2026-04-20,,"Serviced Unit, Checked config, Cleaned pump, Replaced filters, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
277,SV,SC,341,2026-02-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
477,SV,CL,620,2026-02-03,2026-02-03,,,2026-09-09 01:47:30,2026-09-09 01:47:30
489,SV,SC,632,2026-02-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
800,BT,CL,51,2026-02-02,2026-02-02,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
504,SV,SC,663,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
505,SV,CL,664,2026-01-31,2026-04-01,,"Serviced Unit, Checked config, Cleaned Pump, Lamp and PID sensor
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
506,SV,SC,665,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
43,SV,SC,46,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
56,SV,SC,66,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
69,SV,SC,81,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
90,SV,CL,108,2026-01-31,2026-02-10,,,2026-09-09 01:47:30,2026-09-09 01:47:30
101,SV,SC,124,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
105,SV,CL,129,2026-01-31,2026-04-01,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
138,SV,SC,174,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
218,SV,SC,269,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
248,SV,SC,306,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
401,SV,SC,469,2026-01-31,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
407,SV,CL,475,2026-01-31,2026-04-02,,"Serviced Unit, checked config, checked sensors for leakage, Calibrated, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
58,SV,CL,69,2026-01-30,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
232,SV,SC,290,2026-01-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
238,SV,CL,296,2026-01-30,2026-04-01,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
254,SV,SC,313,2026-01-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
500,SV,CL,659,2026-01-29,2026-04-01,,"Serviced Unit, Reset Config, Cleaned Lamp, PID sensor and Pump. Replaced filters, Manually Spanned, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
3,SV,SC,3,2026-01-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
33,SV,CL,36,2026-01-29,2026-02-19,,,2026-09-09 01:47:30,2026-09-09 01:47:30
195,SV,SC,240,2026-01-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
199,SV,SC,245,2026-01-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
331,SV,CL,398,2026-01-29,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
372,SV,SC,440,2026-01-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
487,SV,CL,630,2026-01-29,2026-08-17,,"Serviced Unit. Checked config, Replaced filters. Cleaned lamp, pid and pump. All tests ok.",2026-09-09 01:47:30,2026-09-09 01:47:30
333,SV,SC,400,2026-01-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
131,SV,SC,164,2026-01-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
493,SV,SC,652,2026-01-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
517,SV,SC,676,2026-01-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
549,SV,SC,722,2026-01-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
550,SV,SC,723,2026-01-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
551,SV,SC,724,2026-01-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
552,SV,SC,725,2026-01-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
512,SV,SC,671,2026-01-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
467,SV,CL,610,2026-01-17,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
146,SV,SC,183,2026-01-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
398,SV,SC,466,2026-01-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
291,SV,SC,355,2026-01-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
292,SV,SC,356,2026-01-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
323,SV,SC,390,2026-01-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
410,SV,CL,481,2026-01-04,2026-03-12,,,2026-09-09 01:47:30,2026-09-09 01:47:30
57,SV,SC,68,2026-01-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
317,SV,CL,384,2026-01-01,2026-02-23,,,2026-09-09 01:47:30,2026-09-09 01:47:30
390,SV,CL,458,2026-01-01,2026-04-02,,"Serviced Unit, Checked sensors for leakage. checked Config, calibrated, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
792,FC,CL,8,2025-12-31,2025-12-31,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
686,SV,CL,443,2025-12-26,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
375,SV,CL,443,2025-12-26,2026-03-27,,,2026-09-09 01:47:30,2026-09-09 01:47:30
378,SV,CL,446,2025-12-26,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
379,SV,SC,447,2025-12-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
380,SV,SC,448,2025-12-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
382,SV,CL,450,2025-12-26,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
798,BT,CL,309,2025-12-19,2025-12-19,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
806,BT,CL,390,2025-12-19,2025-12-19,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
501,SV,CL,660,2025-12-18,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
509,SV,CL,668,2025-12-18,2026-05-18,,"Repaired Unit, cleaned out pump and replaced hoses. Cleaned lamp and PID sensor. Manually spanned, all tests passed",2026-09-09 01:47:30,2026-09-09 01:47:30
470,SV,CL,613,2025-12-17,2026-08-20,,"Serviced Unit, Checked config, Replaced Filters and cleaned pump. Replaced SO2 sensor.",2026-09-09 01:47:30,2026-09-09 01:47:30
360,SV,SC,427,2025-12-16,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
361,SV,SC,428,2025-12-16,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
73,SV,CL,86,2025-12-11,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
173,SV,SC,214,2025-12-11,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
259,SV,SC,320,2025-12-11,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
479,SV,CL,622,2025-12-10,2026-04-07,,"Serviced Unit, Reset Config, Cleaned Lamp, PID and pump. Replaced pump hoses. Manually spanned. All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
482,SV,SC,625,2025-12-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
8,SV,CL,9,2025-11-26,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
61,SV,CL,73,2025-11-26,2026-04-13,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
191,SV,SC,235,2025-11-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
347,SV,CL,414,2025-11-26,2026-05-04,,"Replaced faulty CO sensor, Serviced Unit, Checked config, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
468,SV,CL,611,2025-11-24,2026-03-22,,,2026-09-09 01:47:30,2026-09-09 01:47:30
162,SV,SC,202,2025-11-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
329,SV,SC,396,2025-11-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
515,SV,CL,674,2025-11-15,2026-04-15,,"Serviced Unit, Reset Config, Cleaned Lamp, PID sensor and Pump. Replaced filters, Manually Spanned, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
371,SV,CL,439,2025-11-15,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
30,SV,CL,33,2025-11-14,2026-04-08,,"Serviced Unit, Checked Config, Calibrated, all Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
127,SV,SC,157,2025-11-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
475,SV,CL,618,2025-11-13,2026-05-20,,"Post NUFARM incident, Unit ingressed with water.
Serviced Unit, Checked Config, Replaced Filters, Cleaned PID, Lamp, and pump. All Tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
